environment,obstacleTrain,,seedTraining,seedTesting,score,success,bodyChanged
half_cheetah,none,,3,22,3620.48,19.0,"shin,small"
half_cheetah,none,,3,21,3677.21,20.0,"shin,small"
half_cheetah,none,,3,23,1326.23,7.0,"shin,small"
half_cheetah,none,,3,25,3707.79,20.0,"shin,small"
half_cheetah,none,,3,24,3197.9,17.0,"shin,small"
half_cheetah,none,,3,26,3543.09,19.0,"shin,small"
half_cheetah,none,,3,27,3472.51,19.0,"shin,small"
half_cheetah,none,,3,28,3592.13,19.0,"shin,small"
half_cheetah,none,,3,29,3639.75,20.0,"shin,small"
half_cheetah,none,,4,0,2920.67,16.0,"shin,small"
half_cheetah,none,,4,1,2771.66,15.0,"shin,small"
half_cheetah,none,,4,2,1964.91,10.0,"shin,small"
half_cheetah,none,,4,3,433.261,3.0,"shin,small"
half_cheetah,none,,4,4,285.916,2.0,"shin,small"
half_cheetah,none,,4,5,3121.14,17.0,"shin,small"
half_cheetah,none,,4,6,2194.67,12.0,"shin,small"
half_cheetah,none,,4,7,2890.71,15.0,"shin,small"
half_cheetah,none,,4,8,3021.99,16.0,"shin,small"
half_cheetah,none,,4,9,2849.65,15.0,"shin,small"
half_cheetah,none,,4,10,2984.88,16.0,"shin,small"
half_cheetah,none,,4,11,2897.13,15.0,"shin,small"
half_cheetah,none,,4,12,1426.42,8.0,"shin,small"
half_cheetah,none,,4,13,380.786,3.0,"shin,small"
half_cheetah,none,,4,14,2681.73,14.0,"shin,small"
half_cheetah,none,,4,15,677.872,4.0,"shin,small"
half_cheetah,none,,4,16,3045.4,16.0,"shin,small"
half_cheetah,none,,4,17,3094.13,16.0,"shin,small"
half_cheetah,none,,4,19,2754.41,15.0,"shin,small"
half_cheetah,none,,4,18,3025.02,16.0,"shin,small"
half_cheetah,none,,4,20,3042.82,16.0,"shin,small"
half_cheetah,none,,4,21,1321.22,7.0,"shin,small"
half_cheetah,none,,4,22,163.987,1.0,"shin,small"
half_cheetah,none,,4,23,2978.29,16.0,"shin,small"
half_cheetah,none,,4,24,2445.68,13.0,"shin,small"
half_cheetah,none,,4,25,797.134,5.0,"shin,small"
half_cheetah,none,,4,27,2787.33,15.0,"shin,small"
half_cheetah,none,,4,26,434.284,3.0,"shin,small"
half_cheetah,none,,4,28,2653.05,14.0,"shin,small"
half_cheetah,none,,4,29,2663.62,14.0,"shin,small"
half_cheetah,none,,0,0,1993.89,11.0,"foot,big"
half_cheetah,none,,0,1,3060.84,17.0,"foot,big"
half_cheetah,none,,0,3,3211.09,18.0,"foot,big"
half_cheetah,none,,0,2,2940.81,16.0,"foot,big"
half_cheetah,none,,0,4,387.024,2.0,"foot,big"
half_cheetah,none,,0,5,3209.38,18.0,"foot,big"
half_cheetah,none,,0,6,3271.4,18.0,"foot,big"
half_cheetah,none,,0,7,3354.88,18.0,"foot,big"
half_cheetah,none,,0,8,1375.36,7.0,"foot,big"
half_cheetah,none,,0,9,3115.33,17.0,"foot,big"
half_cheetah,none,,0,10,2898.52,16.0,"foot,big"
half_cheetah,none,,0,11,815.428,4.0,"foot,big"
half_cheetah,none,,0,12,1109.7,6.0,"foot,big"
half_cheetah,none,,0,14,3094.92,17.0,"foot,big"
half_cheetah,none,,0,13,3262.53,18.0,"foot,big"
half_cheetah,none,,0,15,3283.13,18.0,"foot,big"
half_cheetah,none,,0,16,2405.67,13.0,"foot,big"
half_cheetah,none,,0,17,3185.87,18.0,"foot,big"
half_cheetah,none,,0,18,2858.01,16.0,"foot,big"
half_cheetah,none,,0,19,3185.38,17.0,"foot,big"
half_cheetah,none,,0,20,3462.36,19.0,"foot,big"
half_cheetah,none,,0,21,3319.94,18.0,"foot,big"
half_cheetah,none,,0,22,759.252,4.0,"foot,big"
half_cheetah,none,,0,23,1245.71,7.0,"foot,big"
half_cheetah,none,,0,24,3400.28,19.0,"foot,big"
half_cheetah,none,,0,25,3272.65,18.0,"foot,big"
half_cheetah,none,,0,26,2823.59,16.0,"foot,big"
half_cheetah,none,,0,28,798.283,4.0,"foot,big"
half_cheetah,none,,0,27,3216.35,18.0,"foot,big"
half_cheetah,none,,1,0,3649.41,20.0,"foot,big"
half_cheetah,none,,0,29,3431.02,19.0,"foot,big"
half_cheetah,none,,1,1,511.383,2.0,"foot,big"
half_cheetah,none,,1,2,1854.86,10.0,"foot,big"
half_cheetah,none,,1,3,3708.48,20.0,"foot,big"
half_cheetah,none,,1,5,3882.72,21.0,"foot,big"
half_cheetah,none,,1,4,2488.72,13.0,"foot,big"
half_cheetah,none,,1,6,1474.51,8.0,"foot,big"
half_cheetah,none,,1,7,3771.65,20.0,"foot,big"
half_cheetah,none,,1,9,514.654,2.0,"foot,big"
half_cheetah,none,,1,8,3698.69,20.0,"foot,big"
half_cheetah,none,,1,11,3717.3,20.0,"foot,big"
half_cheetah,none,,1,10,3600.23,19.0,"foot,big"
half_cheetah,none,,1,14,2017.77,11.0,"foot,big"
half_cheetah,none,,1,12,3800.64,20.0,"foot,big"
half_cheetah,none,,1,13,1782.73,9.0,"foot,big"
half_cheetah,none,,1,15,793.696,4.0,"foot,big"
half_cheetah,none,,1,16,3650.06,20.0,"foot,big"
half_cheetah,none,,1,17,371.087,2.0,"foot,big"
half_cheetah,none,,1,19,3775.85,20.0,"foot,big"
half_cheetah,none,,1,18,3754.03,20.0,"foot,big"
half_cheetah,none,,1,20,3838.39,21.0,"foot,big"
half_cheetah,none,,1,21,3404.9,18.0,"foot,big"
half_cheetah,none,,1,22,2799.68,15.0,"foot,big"
half_cheetah,none,,1,23,1706.39,9.0,"foot,big"
half_cheetah,none,,1,25,3842.93,21.0,"foot,big"
half_cheetah,none,,1,24,3786.43,20.0,"foot,big"
half_cheetah,none,,1,27,2888.96,16.0,"foot,big"
half_cheetah,none,,1,26,2923.82,16.0,"foot,big"
half_cheetah,none,,1,28,2907.12,16.0,"foot,big"
half_cheetah,none,,2,0,497.914,2.0,"foot,big"
half_cheetah,none,,1,29,3674.7,20.0,"foot,big"
half_cheetah,none,,2,1,292.558,1.0,"foot,big"
half_cheetah,none,,2,3,152.0,0.0,"foot,big"
half_cheetah,none,,2,2,615.624,3.0,"foot,big"
half_cheetah,none,,2,4,567.937,3.0,"foot,big"
half_cheetah,none,,2,5,739.318,4.0,"foot,big"
half_cheetah,none,,2,6,3707.63,20.0,"foot,big"
half_cheetah,none,,2,7,2761.25,15.0,"foot,big"
half_cheetah,none,,2,8,3772.44,20.0,"foot,big"
half_cheetah,none,,2,9,992.258,5.0,"foot,big"
half_cheetah,none,,2,11,2820.36,15.0,"foot,big"
half_cheetah,none,,2,10,3045.58,16.0,"foot,big"
half_cheetah,none,,2,13,1958.65,10.0,"foot,big"
half_cheetah,none,,2,12,1522.53,8.0,"foot,big"
half_cheetah,none,,2,14,475.078,2.0,"foot,big"
half_cheetah,none,,2,17,544.202,3.0,"foot,big"
half_cheetah,none,,2,15,2041.04,11.0,"foot,big"
half_cheetah,none,,2,16,3813.08,20.0,"foot,big"
half_cheetah,none,,2,19,969.326,5.0,"foot,big"
half_cheetah,none,,2,18,518.188,2.0,"foot,big"
half_cheetah,none,,2,20,886.421,4.0,"foot,big"
half_cheetah,none,,2,23,1948.28,10.0,"foot,big"
half_cheetah,none,,2,21,1237.46,6.0,"foot,big"
half_cheetah,none,,2,22,1907.59,10.0,"foot,big"
half_cheetah,none,,2,24,2961.66,16.0,"foot,big"
half_cheetah,none,,2,25,3836.2,20.0,"foot,big"
half_cheetah,none,,2,26,3776.46,20.0,"foot,big"
half_cheetah,none,,2,27,881.213,4.0,"foot,big"
half_cheetah,none,,2,28,603.566,3.0,"foot,big"
half_cheetah,none,,2,29,4043.55,21.0,"foot,big"
half_cheetah,none,,3,0,3521.11,19.0,"foot,big"
half_cheetah,none,,3,1,3774.62,20.0,"foot,big"
half_cheetah,none,,3,2,1391.4,7.0,"foot,big"
half_cheetah,none,,3,3,281.603,1.0,"foot,big"
half_cheetah,none,,3,4,2482.13,13.0,"foot,big"
half_cheetah,none,,3,5,624.965,3.0,"foot,big"
half_cheetah,none,,3,6,2394.94,13.0,"foot,big"
half_cheetah,none,,3,9,4085.14,22.0,"foot,big"
half_cheetah,none,,3,7,859.814,4.0,"foot,big"
half_cheetah,none,,3,8,678.721,3.0,"foot,big"
half_cheetah,none,,3,10,3326.12,18.0,"foot,big"
half_cheetah,none,,3,11,3548.6,19.0,"foot,big"
half_cheetah,none,,3,12,3662.98,20.0,"foot,big"
half_cheetah,none,,3,13,3987.21,21.0,"foot,big"
half_cheetah,none,,3,14,3749.53,20.0,"foot,big"
half_cheetah,none,,3,15,3640.34,20.0,"foot,big"
half_cheetah,none,,3,16,3525.85,19.0,"foot,big"
half_cheetah,none,,3,17,3657.03,20.0,"foot,big"
half_cheetah,none,,3,18,3725.19,20.0,"foot,big"
half_cheetah,none,,3,19,1349.42,7.0,"foot,big"
half_cheetah,none,,3,20,2658.77,14.0,"foot,big"
half_cheetah,none,,3,21,3842.67,21.0,"foot,big"
half_cheetah,none,,3,23,1949.95,10.0,"foot,big"
half_cheetah,none,,3,22,3932.83,21.0,"foot,big"
half_cheetah,none,,3,24,3456.08,19.0,"foot,big"
half_cheetah,none,,3,25,4041.09,22.0,"foot,big"
half_cheetah,none,,3,26,1930.5,10.0,"foot,big"
half_cheetah,none,,3,27,2832.34,15.0,"foot,big"
half_cheetah,none,,3,28,4068.59,22.0,"foot,big"
half_cheetah,none,,3,29,3662.92,20.0,"foot,big"
half_cheetah,none,,4,1,2323.69,13.0,"foot,big"
half_cheetah,none,,4,0,2322.68,13.0,"foot,big"
half_cheetah,none,,4,2,2182.44,12.0,"foot,big"
half_cheetah,none,,4,3,2254.2,12.0,"foot,big"
half_cheetah,none,,4,4,2261.21,12.0,"foot,big"
half_cheetah,none,,4,5,2276.54,12.0,"foot,big"
half_cheetah,none,,4,6,2233.31,12.0,"foot,big"
half_cheetah,none,,4,7,2260.05,12.0,"foot,big"
half_cheetah,none,,4,9,2293.78,12.0,"foot,big"
half_cheetah,none,,4,8,2231.86,12.0,"foot,big"
half_cheetah,none,,4,10,2250.8,12.0,"foot,big"
half_cheetah,none,,4,11,2182.3,12.0,"foot,big"
half_cheetah,none,,4,12,2149.34,12.0,"foot,big"
half_cheetah,none,,4,13,2278.15,12.0,"foot,big"
half_cheetah,none,,4,14,2196.42,12.0,"foot,big"
half_cheetah,none,,4,15,2309.89,12.0,"foot,big"
half_cheetah,none,,4,17,2211.41,12.0,"foot,big"
half_cheetah,none,,4,16,2122.71,12.0,"foot,big"
half_cheetah,none,,4,18,2215.38,12.0,"foot,big"
half_cheetah,none,,4,19,2340.51,13.0,"foot,big"
half_cheetah,none,,4,20,2239.4,12.0,"foot,big"
half_cheetah,none,,4,21,2275.98,12.0,"foot,big"
half_cheetah,none,,4,22,2270.41,12.0,"foot,big"
half_cheetah,none,,4,23,2301.93,12.0,"foot,big"
half_cheetah,none,,4,25,2200.72,12.0,"foot,big"
half_cheetah,none,,4,24,2155.64,12.0,"foot,big"
half_cheetah,none,,4,26,2260.45,12.0,"foot,big"
half_cheetah,none,,4,27,2223.9,12.0,"foot,big"
half_cheetah,none,,4,28,2151.44,12.0,"foot,big"
half_cheetah,none,,4,29,2335.0,13.0,"foot,big"
half_cheetah,none,,0,0,3523.72,19.0,"foot,small"
half_cheetah,none,,0,1,3336.88,18.0,"foot,small"
half_cheetah,none,,0,2,3365.63,18.0,"foot,small"
half_cheetah,none,,0,3,3493.81,19.0,"foot,small"
half_cheetah,none,,0,4,3320.93,18.0,"foot,small"
half_cheetah,none,,0,5,3318.82,18.0,"foot,small"
half_cheetah,none,,0,6,3636.8,20.0,"foot,small"
half_cheetah,none,,0,7,3468.27,19.0,"foot,small"
half_cheetah,none,,0,9,3485.79,19.0,"foot,small"
half_cheetah,none,,0,8,3425.27,19.0,"foot,small"
half_cheetah,none,,0,10,3465.96,19.0,"foot,small"
half_cheetah,none,,0,11,3348.58,18.0,"foot,small"
half_cheetah,none,,0,12,3530.78,19.0,"foot,small"
half_cheetah,none,,0,13,3265.19,18.0,"foot,small"
half_cheetah,none,,0,14,3462.03,19.0,"foot,small"
half_cheetah,none,,0,15,3179.44,18.0,"foot,small"
half_cheetah,none,,0,16,3401.77,19.0,"foot,small"
half_cheetah,none,,0,17,3445.22,19.0,"foot,small"
half_cheetah,none,,0,19,3309.85,18.0,"foot,small"
half_cheetah,none,,0,18,3329.58,18.0,"foot,small"
half_cheetah,none,,0,20,3432.94,19.0,"foot,small"
half_cheetah,none,,0,21,3533.86,19.0,"foot,small"
half_cheetah,none,,0,23,3505.09,19.0,"foot,small"
half_cheetah,none,,0,22,3504.94,19.0,"foot,small"
half_cheetah,none,,0,24,3500.43,19.0,"foot,small"
half_cheetah,none,,0,25,3465.24,19.0,"foot,small"
half_cheetah,none,,0,26,3559.52,19.0,"foot,small"
half_cheetah,none,,0,27,3154.03,17.0,"foot,small"
half_cheetah,none,,1,0,592.758,3.0,"foot,small"
half_cheetah,none,,0,29,3581.91,20.0,"foot,small"
half_cheetah,none,,0,28,3573.85,19.0,"foot,small"
half_cheetah,none,,1,1,1657.96,9.0,"foot,small"
half_cheetah,none,,1,3,1877.32,10.0,"foot,small"
half_cheetah,none,,1,2,3198.88,17.0,"foot,small"
half_cheetah,none,,1,4,1702.22,9.0,"foot,small"
half_cheetah,none,,1,5,2865.68,16.0,"foot,small"
half_cheetah,none,,1,6,2654.83,15.0,"foot,small"
half_cheetah,none,,1,7,2873.87,16.0,"foot,small"
half_cheetah,none,,1,9,2980.29,16.0,"foot,small"
half_cheetah,none,,1,8,3092.47,17.0,"foot,small"
half_cheetah,none,,1,10,2956.61,16.0,"foot,small"
half_cheetah,none,,1,12,2359.67,13.0,"foot,small"
half_cheetah,none,,1,11,3042.14,17.0,"foot,small"
half_cheetah,none,,1,13,2896.75,16.0,"foot,small"
half_cheetah,none,,1,14,2931.85,16.0,"foot,small"
half_cheetah,none,,1,15,3122.92,17.0,"foot,small"
half_cheetah,none,,1,16,681.876,3.0,"foot,small"
half_cheetah,none,,1,17,3008.51,17.0,"foot,small"
half_cheetah,none,,1,18,2925.5,16.0,"foot,small"
half_cheetah,none,,1,19,2499.04,14.0,"foot,small"
half_cheetah,none,,1,20,2715.91,15.0,"foot,small"
half_cheetah,none,,1,21,2832.55,16.0,"foot,small"
half_cheetah,none,,1,22,1314.94,7.0,"foot,small"
half_cheetah,none,,1,23,3184.15,17.0,"foot,small"
half_cheetah,none,,1,24,1921.79,10.0,"foot,small"
half_cheetah,none,,1,25,3008.38,16.0,"foot,small"
half_cheetah,none,,1,26,3063.96,17.0,"foot,small"
half_cheetah,none,,1,27,2105.05,12.0,"foot,small"
half_cheetah,none,,1,28,2970.1,16.0,"foot,small"
half_cheetah,none,,1,29,2715.4,15.0,"foot,small"
half_cheetah,none,,2,0,3601.48,19.0,"foot,small"
half_cheetah,none,,2,1,3584.0,19.0,"foot,small"
half_cheetah,none,,2,2,3420.71,18.0,"foot,small"
half_cheetah,none,,2,3,3582.28,19.0,"foot,small"
half_cheetah,none,,2,4,3681.32,20.0,"foot,small"
half_cheetah,none,,2,5,3718.23,20.0,"foot,small"
half_cheetah,none,,2,7,3533.56,19.0,"foot,small"
half_cheetah,none,,2,6,3660.55,19.0,"foot,small"
half_cheetah,none,,2,8,3522.14,19.0,"foot,small"
half_cheetah,none,,2,9,3606.79,19.0,"foot,small"
half_cheetah,none,,2,10,3619.8,19.0,"foot,small"
half_cheetah,none,,2,12,3699.54,20.0,"foot,small"
half_cheetah,none,,2,11,3618.24,19.0,"foot,small"
half_cheetah,none,,2,14,3602.68,19.0,"foot,small"
half_cheetah,none,,2,13,3636.11,19.0,"foot,small"
half_cheetah,none,,2,17,3641.13,19.0,"foot,small"
half_cheetah,none,,2,15,3610.34,19.0,"foot,small"
half_cheetah,none,,2,16,3637.11,19.0,"foot,small"
half_cheetah,none,,2,19,3539.34,19.0,"foot,small"
half_cheetah,none,,2,18,3669.75,19.0,"foot,small"
half_cheetah,none,,2,20,3654.43,19.0,"foot,small"
half_cheetah,none,,2,21,3574.66,19.0,"foot,small"
half_cheetah,none,,2,23,3631.89,19.0,"foot,small"
half_cheetah,none,,2,22,3663.55,19.0,"foot,small"
half_cheetah,none,,2,24,3578.71,19.0,"foot,small"
half_cheetah,none,,2,26,3658.98,19.0,"foot,small"
half_cheetah,none,,2,25,3605.5,19.0,"foot,small"
half_cheetah,none,,2,27,3550.41,19.0,"foot,small"
half_cheetah,none,,2,28,3623.48,19.0,"foot,small"
half_cheetah,none,,3,0,3063.75,17.0,"foot,small"
half_cheetah,none,,2,29,3635.92,19.0,"foot,small"
half_cheetah,none,,3,3,3037.73,17.0,"foot,small"
half_cheetah,none,,3,1,2765.77,15.0,"foot,small"
half_cheetah,none,,3,2,2917.1,16.0,"foot,small"
half_cheetah,none,,3,4,2651.41,15.0,"foot,small"
half_cheetah,none,,3,5,2979.5,16.0,"foot,small"
half_cheetah,none,,3,7,3142.45,17.0,"foot,small"
half_cheetah,none,,3,6,2743.81,15.0,"foot,small"
half_cheetah,none,,3,9,2825.25,15.0,"foot,small"
half_cheetah,none,,3,8,3198.49,17.0,"foot,small"
half_cheetah,none,,3,10,2970.34,16.0,"foot,small"
half_cheetah,none,,3,11,3134.57,17.0,"foot,small"
half_cheetah,none,,3,12,2939.93,16.0,"foot,small"
half_cheetah,none,,3,14,3036.55,17.0,"foot,small"
half_cheetah,none,,3,16,3063.66,17.0,"foot,small"
half_cheetah,none,,3,13,2931.55,16.0,"foot,small"
half_cheetah,none,,3,15,2982.64,16.0,"foot,small"
half_cheetah,none,,3,17,3004.21,16.0,"foot,small"
half_cheetah,none,,3,19,2813.29,15.0,"foot,small"
half_cheetah,none,,3,18,3101.25,17.0,"foot,small"
half_cheetah,none,,3,20,3134.67,17.0,"foot,small"
half_cheetah,none,,3,21,3010.06,16.0,"foot,small"
half_cheetah,none,,3,23,3231.24,17.0,"foot,small"
half_cheetah,none,,3,22,3107.32,17.0,"foot,small"
half_cheetah,none,,3,24,3076.15,17.0,"foot,small"
half_cheetah,none,,3,25,2945.12,16.0,"foot,small"
half_cheetah,none,,3,26,2422.51,13.0,"foot,small"
half_cheetah,none,,3,27,3001.63,16.0,"foot,small"
half_cheetah,none,,3,28,3287.65,18.0,"foot,small"
half_cheetah,none,,4,0,412.09,3.0,"foot,small"
half_cheetah,none,,3,29,2989.06,16.0,"foot,small"
half_cheetah,none,,4,1,2137.2,12.0,"foot,small"
half_cheetah,none,,4,2,2281.44,12.0,"foot,small"
half_cheetah,none,,4,3,624.468,4.0,"foot,small"
half_cheetah,none,,4,4,-123.867,0.0,"foot,small"
half_cheetah,none,,4,5,2220.5,12.0,"foot,small"
half_cheetah,none,,4,6,37.5967,1.0,"foot,small"
half_cheetah,none,,4,7,1872.64,10.0,"foot,small"
half_cheetah,none,,4,9,-146.879,0.0,"foot,small"
half_cheetah,none,,4,8,2019.71,11.0,"foot,small"
half_cheetah,none,,4,10,468.899,3.0,"foot,small"
half_cheetah,none,,4,11,2038.68,11.0,"foot,small"
half_cheetah,none,,4,12,1088.78,6.0,"foot,small"
half_cheetah,none,,4,13,2383.55,13.0,"foot,small"
half_cheetah,none,,4,14,1511.5,8.0,"foot,small"
half_cheetah,none,,4,17,2033.52,11.0,"foot,small"
half_cheetah,none,,4,16,247.515,2.0,"foot,small"
half_cheetah,none,,4,15,553.125,4.0,"foot,small"
half_cheetah,none,,4,18,-146.118,0.0,"foot,small"
half_cheetah,none,,4,19,783.162,5.0,"foot,small"
half_cheetah,none,,4,20,866.523,5.0,"foot,small"
half_cheetah,none,,4,21,492.511,4.0,"foot,small"
half_cheetah,none,,4,22,2262.89,12.0,"foot,small"
half_cheetah,none,,4,23,315.273,2.0,"foot,small"
half_cheetah,none,,4,25,-97.6037,1.0,"foot,small"
half_cheetah,none,,4,24,230.829,2.0,"foot,small"
half_cheetah,none,,4,26,2262.87,12.0,"foot,small"
half_cheetah,none,,4,27,459.339,3.0,"foot,small"
half_cheetah,none,,4,28,2177.49,12.0,"foot,small"
half_cheetah,none,,4,29,1541.0,8.0,"foot,small"
